vendor,legal_name,entities,category,federal_tax_classification,tax_address_on_file,contacts,active,spend_all_time,spend_365d,ramp_vendor_uuids
Avas Flowers,,FL,General Merchandise,,,0,yes,159.86,159.86,13fc1622-2cfb-4a11-a378-7a2d9f10c4eb
Wintzell's Oyster House,,FL|TN,Restaurants,,,0,yes,159.03,159.03,c800897c-1cfd-43be-8d5d-63ef286a3992|13f17bcd-6253-491d-b21d-525cd6eaabf4
On6Thavenue Restaurant,,FL,Restaurants,,,0,yes,158.96,158.96,1788cfb8-40d6-4280-bb8a-8c2e38af54c0
Wegmans,,TN,Supermarkets and Grocery Stores,,,0,yes,158.78,158.78,1a79f70f-f562-41f2-8144-52e51f38ac6b
Desnudo Coffee,,TX,Supermarkets and Grocery Stores,,,0,yes,158.11,158.11,900814f9-209d-41bc-a7d3-431b0cf95ddf
The Corner Cafe,,TN,Restaurants,,,0,yes,158.08,158.08,b6294b3d-24c0-4bc7-ae15-d55ced53223c
Famous Dave's,,TN,Restaurants,,,0,yes,157.68,157.68,d8026f81-b588-4c16-b223-6ad7df7e6aa8
Maverik,,TN,Fuel and Gas,,,0,yes,156.86,156.86,a267ea42-00a6-41cf-990c-37853ef2e659
Allianz Travel Insurance,,TN,Insurance,,,0,yes,156.46,156.46,b70a5519-752c-4ebf-a855-cb3545579214
Speedy Mail & Parcel,,FL,Professional Services,,,0,yes,155.46,155.46,627c6a2d-2b6c-4a45-a7c3-817a613dd141
Parlor Doughnuts,,FL,Restaurants,,,0,yes,155.08,155.08,6fbef04e-4d99-4113-b180-108bec6fa1b3
Giacomo's Bread & More,,TN,Restaurants,,,0,yes,154.10,154.10,9e3ea261-19dd-4ea5-b960-4f8f78cf0750
Original Oyster House,,FL|TN,Restaurants,,,0,yes,153.44,153.44,e9081468-433e-4186-8d57-bfaa6787742c|b1510383-b851-4aa7-be64-c16d7aa421ca
Danny's Pizza,,FL,Restaurants,,,0,yes,152.00,152.00,a4633b6d-4573-4186-90f0-1b31a2cb1758
TailGate Brewery,,TN,Restaurants,,,0,yes,151.63,151.63,c1cdd2ea-221a-48b4-81f7-130af641aa1c
Pocket's Grille,,TX,Restaurants,,,0,yes,151.32,151.32,306ca50b-b2fb-4420-8777-4d0c388e342e
Einstein Bros. Bagels,,FL|TN,Restaurants,,,0,yes,151.24,151.24,912cc045-f851-4b32-9c12-2bfd48ddc6d9|8fbe919e-aedf-479f-ae6b-f791144552b6
H-E-B Gas,,FL|TN,Fuel and Gas,,,0,yes,150.57,150.57,fcc10a53-4c11-4b35-b8f0-e667a1975fb7|20b7be0e-60ee-4896-8902-4c2c9d8aadea
Frier Levitt,,FL,Legal,,,1,yes,150.00,150.00,fff5dafa-2d2a-4a36-a1e5-41d69313ccb5
Graeters19 Restaurant,,TN,Restaurants,,,0,yes,149.80,149.80,f791ca58-a64c-4c89-b3cf-230373aea106
Ab Petroleum,,TN,Fuel and Gas,,,0,yes,149.61,149.61,63a3d3d7-b24e-4267-86bb-11a2654d139e
Eddie's of Roland Park,,TN,Supermarkets and Grocery Stores,,,0,yes,149.45,149.45,f582ad47-55e6-4620-aa20-2911489c98a2
Donut World,,TN,Restaurants,,,0,yes,148.75,148.75,828de4c3-831b-488a-b517-795cffbba8e3
Chattanooga,,TN,Restaurants,,,0,yes,148.12,148.12,d24ad1c5-b2c3-431a-a2ae-6ed6d292dd6e
Shake Shack,,TN,Restaurants,,,0,yes,147.79,147.79,91b35db5-0649-4a99-943b-cac73a9175cc
Super 8,,TN,Lodging,,,0,yes,147.34,147.34,f56a6a14-032d-4def-8f44-673b5b209344
Sorelle Italian Bistro,,TN,Restaurants,,,0,yes,146.81,146.81,c916f4eb-8455-419b-8ce4-575cf2165d64
Motel 6,,TN,Lodging,,,0,yes,146.46,146.46,c5df9e1d-a104-48c5-b5aa-ad807140bddb
Cape Fear Seafood Company,,TN,Restaurants,,,0,yes,146.28,146.28,8adecac1-bd36-40c1-9823-9734f1cac1f0
Wako Japanese Restaurant,,TN,Restaurants,,,0,yes,146.05,146.05,a588badb-9a85-4447-b905-94e6b66cb51e
South Coast Deli,,TN,Restaurants,,,0,yes,145.88,145.88,f55322ce-dca5-47e7-ba5b-f2bb403545cd
Puckett's,,TN,Restaurants,,,0,yes,144.92,144.92,3468e452-b1ec-4990-a4ec-d89e4280e735
Hamilton County Trustee,,TN,Taxes and tax preparation,,YES,1,yes,144.69,144.69,5dfa0a66-9616-467b-a8fb-751d7586d5c3
The Reserve Culinary Tavern,,FL,Restaurants,,,0,yes,144.17,144.17,2828fdb8-1229-48e3-b058-c4fc8f331eb5
Frutta Bowls,,TN,Restaurants,,,0,yes,144.06,144.06,0d8e85d2-bf3e-4e6f-b53f-76d839e1410a
Shubie's Marketplace,,TN,Restaurants,,,0,yes,143.78,143.78,5cf54fbf-f14e-4bf1-909d-a5800cf49806
Sugar Baby,,FL,Restaurants,,,0,yes,142.95,142.95,a4654edd-5ff9-4893-ba43-0e97ef8ba916
Chickenbutt Donuts,,TN,Restaurants,,,0,yes,142.50,142.50,07a86caf-bb83-4108-bb5b-51250989a91b
Harris Teeter,,TN,Supermarkets and Grocery Stores,,,0,yes,141.50,141.50,c7b9445a-6c5c-4d06-b372-46e19ef9f92f
Pita Jungle,,FL|TN,Restaurants,,,0,yes,140.82,140.82,5b548373-1fc8-441f-9693-8ae2eb7d8e8c|e582aae6-ac45-4f40-8148-55cfea10c793
Newk's Eatery,,TN,Restaurants,,,0,yes,140.20,140.20,80e80a12-a4d6-40cc-8faf-4b4af80a5547
1898 Waverly Inn,,TN,Lodging,,,0,yes,139.81,139.81,24eb54e4-efd0-487b-84ea-d416b8acb3e5
Cafe Marquise,,FL,Restaurants,,,0,yes,139.32,139.32,e40842d5-ca36-4adb-af1b-fe79a48c3a05
Cira's Cookies,,FL,Supermarkets and Grocery Stores,,,0,yes,137.71,137.71,742f7d5a-f3fe-43b6-8aa4-d23134a17f73
Fresso Coffee & Tea,,FL,Restaurants,,,0,yes,136.85,136.85,ed441927-fc54-4668-880d-250095419b12
Shred-it,,TN,Professional Services,,,0,yes,136.50,136.50,b394cddd-daca-4fc9-bf6d-dc4d119bf146
Carolina Ale House,,TN,Restaurants,,,0,yes,135.04,135.04,660c15a0-013a-4be3-a63d-0efb93a2d8dc
Surcheros Fresh Mex,,TN,Restaurants,,,0,yes,134.82,134.82,8b2b4c51-3fa9-4ca9-8ef7-b141dba28018
Sushishima Japanese Restaurant,,TX,Restaurants,,,0,yes,134.42,134.42,9e1bfcae-c2de-4153-9787-c2fc149feb76
Chili's,,FL,Office,,,0,yes,132.54,132.54,a94a3729-e4e0-4592-ab60-7d017e674ac3
Noodles & Company,,TN,Restaurants,,,0,yes,131.14,131.14,3548474c-c1ef-405e-81ef-2f33122db824
Brothers Bagels,,TN,Restaurants,,,0,yes,131.10,131.10,e46f89cc-7ec1-44c2-aad1-225249ce86a8
Skratch Labs Cafe,,TN,Restaurants,,,0,yes,130.40,130.40,9a746680-aec1-412d-aba2-34f1ee8882c3
Smallcakes,,TN,Supermarkets and Grocery Stores,,,0,yes,129.84,129.84,1901fcb0-89c2-4978-88fe-c14011291c43
Aladdin's Eatery,,TN,Restaurants,,,0,yes,129.78,129.78,06bb9194-a21a-45cf-90c1-f5c02f94e771
Rosetta Bakery,,FL,Supermarkets and Grocery Stores,,,0,yes,129.76,129.76,4b9ab931-7972-4013-917b-3fee3b2286a3
Chicago,,TN,Restaurants,,,0,yes,129.10,129.10,831e4551-e653-4ce0-9822-1b2a689172ad
Dutch Bros Coffee,,TN|TX,Restaurants,,,0,yes,129.06,129.06,875aaed4-bfab-4d96-82f8-dbd12c3e2840|766a956e-6c8f-4448-99a8-bb484c89af8e
Jaxville Aviation Auth Pa,,FL|TN,Parking,,,0,yes,128.00,128.00,47ccbbe2-0f4d-43d7-bba6-c80ad532e57f|395878d1-aa4a-45f0-a9bb-9db5d9c070c3
Paul Xavier,,TN,Education,,,0,yes,128.00,128.00,afc09022-0236-435f-a06b-4729c2c30d0f
Pilot Flying J,,TN,Fuel and Gas,,,0,yes,127.98,127.98,97ae2ab1-c3ed-4d9a-a548-859c4df3889e
Jo Bistro,,TN,Restaurants,,,0,yes,127.65,127.65,0095d714-aac3-4fb5-b545-0e8db396abdb
Marshalls,,FL|TN,General Merchandise,,,0,yes,126.70,126.70,f814bad9-4aab-4bf0-891f-bcce30b827d4|8415c167-586a-42fc-b02e-7350c4f5ea94
The Magnolia Pancake Haus,,TX,Restaurants,,,0,yes,126.21,126.21,618c6d3f-931f-47de-bd20-59aca9d741b7
Blocky's Eatery,,TN,Restaurants,,,0,yes,126.20,126.20,942533ee-3ac0-4c31-a43a-19617b32babe
Kabylo's Pizza,,FL,Restaurants,,,0,yes,126.10,126.10,cb5a2cdf-0dee-4ce3-ad8e-c64d09366983
Mama G's St. Pete,,FL,Supermarkets and Grocery Stores,,,0,yes,125.31,125.31,21b8f520-7466-43e2-8544-9137ae26bf94
Baygulls Bakery,,FL,Supermarkets and Grocery Stores,,,0,yes,125.17,125.17,22053f4e-ef12-4aaa-8d1f-7ccd53b33d27
Act Active Montgomery,,FL,Government Services,,,0,yes,125.00,125.00,dcaa140e-9b99-4381-ae27-72900c6771ff
Oak Mill Bakery,,TN,Restaurants,,,0,yes,124.41,124.41,78500248-73fd-4438-8e7f-1bf2d15d3c0d
Parking,,FL|TN|TX,Parking,,,0,yes,124.19,124.19,8045abba-7213-4fac-92eb-79853f0e0dd2|662dc144-a5a4-4c50-a0ca-00c59250bf07|d60d8223-570e-45ab-87a4-3ceea1715965
Country Hearth Inn & Suites,,TN,Lodging,,,0,yes,122.26,122.26,524d1d60-5f01-49ed-bf4b-ad264053a07c
Cafe Bastille,,FL,Restaurants,,,0,yes,121.80,121.80,3d901117-1105-4a62-b605-f47e8c268a78
Reposteria Kannella,,FL,Restaurants,,,0,yes,121.20,121.20,083cea1b-7b3c-43ec-9de7-8416f911da65
Apple Services,,FL,Electronics,,,0,yes,120.98,120.98,bf61d1b1-1e87-4012-af4f-7e7cc1ad2d26
Metropolis,,FL|TN,Parking,,,0,yes,119.92,119.92,e6bae5c5-a833-4016-b3d7-64e1a9933f9a|11485cfb-1bc8-4de9-992e-72f79ec6869c
Juiceland,,TX,Restaurants,,,0,yes,119.82,119.82,2d4286b6-210f-48f1-b366-eedb99e71bd0
Trello,,TN,SaaS / Software,,,0,yes,118.00,118.00,cc4975a3-761b-4b82-af37-eeaf3edcc8dd
Hhcrx,,TN,General Merchandise,,,0,yes,117.46,117.46,b957fb68-f9c3-4dfc-8144-12d65cb67775
Tasty House,,TN,Restaurants,,,0,yes,117.42,117.42,e34ed5b6-ff34-47cd-990d-392e651e98fb
Urban Grounds,,FL,Supermarkets and Grocery Stores,,,0,yes,116.21,116.21,955cbf3d-307b-4990-b38b-f908c489b628
Cafe Madeline,,FL,Restaurants,,,0,yes,116.11,116.11,bec4d6d3-d1dd-4443-b1be-e01a674a6e94
Smoke On the Water BBQ & Catering,,TN,Restaurants,,,0,yes,116.07,116.07,493809d5-fa40-454f-b82f-a88760a868a5
Annette,,TN,Restaurants,,,0,yes,115.26,115.26,ca66b1bf-9634-441b-9ae8-91e992466c7d
Cava Four Corners,,FL,Restaurants,,,0,yes,115.07,115.07,150a60e1-7af1-4c1b-a0f0-0fd3c8a75e41
Pressed Cafe,,TN,Restaurants,,,0,yes,114.94,114.94,03399803-b2cf-46cb-b7e9-4f3acf29c479
Rma Toll,,FL,Travel Misc,,,0,yes,114.52,114.52,d85ca636-3156-4cda-a34d-5be7e277d3c3
Fairmont Hotels,,FL,Lodging,,,0,yes,114.04,114.04,70629e34-743d-40d1-89b2-fb69aaccabd3
SAKE,,TN,Restaurants,,,0,yes,113.50,113.50,31041a19-93fb-4ebb-ae99-bf72be964fba
Georgetown Cupcake,,TN,Supermarkets and Grocery Stores,,,0,yes,113.24,113.24,d4a72c17-c69d-4db3-beb0-3538781ea828
The Dearborn Coffeehouse and Bakery,,FL,Restaurants,,,0,yes,112.91,112.91,6d28f129-4ba9-414d-986d-6913b726841e
Kumo,,TN,Restaurants,,,0,yes,111.73,111.73,11eeafa2-333f-416c-ac47-ceb6c702c37a
Sumburger,,TN,Restaurants,,,0,yes,111.46,111.46,c586c583-c3c5-4010-a0a0-2e549e6b8acb
Gloria's Latin Cuisine,,FL,Restaurants,,,0,yes,111.19,111.19,35d05e79-4e69-4fd9-ba6d-52e1822012af
Main Street Meats,,TN,Restaurants,,,0,yes,110.10,110.10,748e3bd1-0b76-4c66-9889-52bb9ed35ae6
Sterling Heights,,TN,Restaurants,,,0,yes,109.71,109.71,14ce33cc-1147-40a2-b31f-9646a01f7a75
Miss Shirley's Cafe,,TN,Restaurants,,,0,yes,108.36,108.36,ed3d5aa3-cae6-4d8a-8d6e-038bdb66ea4b
Rick's Lock & Key,,TN,Other,,,1,yes,108.15,108.15,9fa90088-fd23-48da-bd1b-eb35ee64342f
Fry's Food Stores,,TN,Supermarkets and Grocery Stores,,,0,yes,106.78,106.78,c8fde493-5a09-4536-b87f-54355ce6c84a
Extended Stay America,,TN,Travel Misc,,,0,yes,106.77,106.77,d405ccff-abb7-4fda-b474-efe9be7c1019
99 Restaurants,,TN,Restaurants,,,0,yes,106.39,106.39,bd951d1f-bc4e-424e-afda-d321e0f5ac2a
QUEST PHARMACEUTICAL,,FL,Shipping,,,1,yes,105.80,105.80,d4985d63-b49b-4108-8956-1862d709bfc8
Bakri Coffee,,TN,Supermarkets and Grocery Stores,,,0,yes,105.00,105.00,884f97f7-92a2-435c-8ca6-5cd4704a4c48
Yogis Grill,,TX,Restaurants,,,0,yes,104.80,104.80,72f8a375-ba07-432b-983d-5f6e8470500a
Via 313 Pizza,,TX,Restaurants,,,0,yes,104.53,104.53,58a31253-a64f-405b-9265-18f6d0e19336
Giordano's,,TN,Restaurants,,,0,yes,104.51,104.51,42d76209-6966-48c2-98f6-8a9f67df47fc
Peterbrooke Chocolatier,,FL,Supermarkets and Grocery Stores,,,0,yes,104.37,104.37,3121a416-ae3c-44e9-9e65-804eca6f409a
Oakwood Smokehouse & Grill,,FL,Restaurants,,,0,yes,103.69,103.69,c59696eb-3cad-4cc3-8cf2-75965b263d38
MAKS Asian Kitchen & Sushi,,FL,Restaurants,,,0,yes,103.51,103.51,4fd7d6ad-6412-45b8-b983-f1f89522a311
Original ChopShop,,TN,Restaurants,,,0,yes,103.33,103.33,790137c4-ec2c-428d-a123-dd68657fa9b3
Chicago Deep Dish Pizza,,TX,Restaurants,,,0,yes,102.47,102.47,649aeea2-2cb2-4f8c-ab34-2ff361373a40
NDC Distributors,,TN|TX,General Merchandise,,,1,yes,100.91,100.91,599252c6-ad81-4817-b730-d34ed9f31568|f0157f6c-bcab-4dff-893f-32b9f420cc16
Trevor's Liquor,,TN,General Merchandise,,,0,yes,100.37,100.37,83cd5023-badb-40fe-9bcd-b7212d5f542a
Portofino's Italian Restaurant,,TN,Restaurants,,,0,yes,100.31,100.31,888928eb-c536-47a3-a472-4efb095a70cb
Gas Station Alejandrin,,FL,Fuel and Gas,,,0,yes,100.00,100.00,3d556965-5e87-4bb9-bcf1-339909f068fe
SendGrid,,TN,SaaS / Software,,,0,yes,99.75,99.75,e525c173-7ce4-430c-b767-853cf5cff949
Loaf 'N Jug,,TN,Fuel and Gas,,,0,yes,99.65,99.65,b4af8baf-10d1-44b8-8c7e-9247c45f3fcd
RED OLIVE,,TN,Restaurants,,,0,yes,99.31,99.31,4b0914f9-9864-4156-b39a-39bb49013797
1820 Coffee House,,TX,Restaurants,,,0,yes,99.30,99.30,14990d49-507f-4d29-8a23-2662225d8da7
Thai For You,,TN,Restaurants,,,0,yes,99.04,99.04,42490b73-5217-466b-b352-7c840d845470
Crave Cookies,,FL,Restaurants,,,0,yes,97.98,97.98,b7ab8009-649d-4986-b9a6-94ace92a3d4a
One of Each Cafe & Bakery,,FL,Supermarkets and Grocery Stores,,,0,yes,97.91,97.91,6a75329a-2bac-47e7-b4c3-21f277d83a75
Once Upon A Bagel,,TN,Restaurants,,,0,yes,97.51,97.51,c4feaf3c-b2b6-48db-a1b8-f647f5fcf490
Joe's Real BBQ,,TN,Restaurants,,,0,yes,96.87,96.87,8a3fc34f-6a5b-4d11-b9f4-852788bfe389
Enrico's,,TN,Restaurants,,,0,yes,96.61,96.61,3b30c415-62fd-49a0-afca-cf4fce636501
Mezcalito Grill,,TN,Restaurants,,,0,yes,95.94,95.94,78e8fe6c-9611-439d-b405-9282e8df157d
THE GOURMET GIRLS,,TN,Restaurants,,,0,yes,95.85,95.85,e3c38ac9-f898-42ad-bff3-d80653143bdf
Bober Tea,,TN,Restaurants,,,0,yes,95.40,95.40,0c6d1435-eb6f-4731-954b-6df49907d824
Pizza Hut,,TN,Restaurants,,,0,yes,95.10,95.10,34b4cb11-03e7-443d-93bc-f1be63c80efd
Bottega,,FL|TN,Restaurants,,,0,yes,93.10,93.10,f81e3049-08e5-4f27-82d7-91cb28f43a76|6d7fa6a1-0fa9-4eda-8f80-e3a38d3a1c1e
Brooklyn Dough With A Hole,,FL,Restaurants,,,0,yes,90.97,90.97,2f3d0fc0-f623-414b-a308-cb48865a23cc
Riverdance,,FL,Restaurants,,,0,yes,90.92,90.92,b295d96f-c9e0-4f1b-aeb4-924640ea6ad0
Truluck's Ocean's Finest Seafood & Crab,,FL,Restaurants,,,0,yes,90.78,90.78,088ab9c0-364f-401a-8bce-d6f496d839f0
Sourdough & Co.,,FL,Restaurants,,,0,yes,90.07,90.07,1450daea-a719-448b-9a9a-ec7bc1126479
Thomas Craft Confections,,FL,Supermarkets and Grocery Stores,,,0,yes,90.00,90.00,b54f7b19-cd94-40b6-bb26-4390ba83e810
ShredAmerica Texas LLC,,TX,Other,,,1,yes,89.15,89.15,753d8165-1b97-48d3-be5b-7342b8946bfd
Blackwood BBQ,,TN,Restaurants,,,0,yes,89.01,89.01,aded3624-88f4-4b15-b156-21ee9e63e602
HC Clerk & Master,,TN,Government Services,,,0,yes,89.00,89.00,ae698ba8-fa52-4106-b1ac-483c4d0ca76c
Winn-Dixie,,FL,Supermarkets and Grocery Stores,,,0,yes,88.91,88.91,336a62f4-05ad-431a-b39d-bc88edcda734
Bosa Donuts,,TN,Supermarkets and Grocery Stores,,,0,yes,87.98,87.98,821a6400-52a2-4305-ab72-ba3fdc9a0883
Santiago's Mexican Restaurant,,TN,Restaurants,,,0,yes,87.91,87.91,fbd011bc-af30-4fec-a107-d93aad190772
"1-800-FLOWERS.COM, INC.",,TN,General Merchandise,,,0,yes,87.88,87.88,81767218-e492-4acb-b785-10ab24f18182
Saltwater Grill,,FL,Restaurants,,,0,yes,87.65,87.65,3069ea65-7040-49b0-92e5-941d3d44ac2d
Pescado,,FL,Restaurants,,,0,yes,87.24,87.24,7eb2b9b3-23f3-4d87-84ff-e25810532227
Movavi,,TN,SaaS / Software,,,0,yes,87.24,87.24,d68f27b0-43d2-4958-9cb2-298cbcf8323b
Zestia Greek Street Food,,TN,Restaurants,,,0,yes,86.96,86.96,989aa5ad-25b1-4f0f-8d16-45e248056f2a
GROU Coffee + Cowork,,FL,Supermarkets and Grocery Stores,,,0,yes,86.59,86.59,528ca1bf-c8c7-4c16-b450-047e5b45dfaa
Foxtail Coffee,,FL,Restaurants,,,0,yes,86.57,86.57,01e17d35-507c-480a-98bd-f4ff3ed34233
Valero,,TN,Fuel and Gas,,,0,yes,86.17,86.17,ab1604e9-8d3d-4e3f-aee1-63bb7645984e
Aux Delices,,FL,Supermarkets and Grocery Stores,,,0,yes,85.95,85.95,5cc0920c-6b9a-4f9e-80eb-7790fe82e1d8
Weso Steakhouse,,FL|TN,Restaurants,,,0,yes,85.58,85.58,572e9a7a-0dc3-4ad8-ad76-551963e04fb6|19e3307e-d1f0-4b3c-ad5d-dcac3705ba32
Royal Oak Roast,,TN,Restaurants,,,0,yes,85.49,85.49,4fd8b763-ba66-432c-a0e3-f28fd7fd2e85
Luna Cafe & Provisions,,TN,Restaurants,,,0,yes,84.87,84.87,dcbf40ff-c4d1-430d-80d7-71dc1d1b0522
Half Day Cafe,,TN,Restaurants,,,0,yes,83.74,83.74,7bb66960-009a-4192-94bb-79d89bc9cd46
Jambo Cafe,,FL|TN,Supermarkets and Grocery Stores,,,0,yes,83.06,83.06,a12b06d4-1fde-47cd-84f2-e14f80795bed|3e6dd3d4-67f2-4b61-aa7b-49019281961c
Samson Tsigehiwot,,TN,Taxi and Rideshare,,,0,yes,83.00,83.00,156313d8-a8b0-4aa4-9004-83a16e11d629
Goode Co. Fish Camp,,TN,Restaurants,,,0,yes,82.64,82.64,f6689824-b435-4afa-bd6c-ddc7537be1be
Taqueria Invicto,,TN,Restaurants,,,0,yes,82.37,82.37,0293ff05-cc81-4eae-9007-79686b6ffb80
Dollar Tree,,TN|TX,General Merchandise,,,0,yes,82.30,82.30,9cfb76ce-c84d-4122-b903-1fb526baa1ae|412db93c-a491-4cc1-82e9-511757f512fe
Texas Roadhouse,,FL|TX,Restaurants,,,0,yes,82.28,82.28,b11eb204-5a52-435e-8918-bb33f1f2bc9e|2d2d2d81-d46c-422b-a4cb-113159bac7e4
Red Velvet Cakes & Pastries,,TN,Supermarkets and Grocery Stores,,,0,yes,81.41,81.41,64180798-8ef1-4a88-b731-d9daef2f10fa
OpenAI,,FL|TX,SaaS / Software,,,0,yes,81.28,81.28,f4b7054e-228e-40b2-88f7-d3ce1b9af19c|f5e5153b-fc2d-490d-a4b4-5aaee33c6609
Velvet Taco,,TX,Restaurants,,,0,yes,81.20,81.20,e0a9a8e4-626c-40d8-ac58-d3a3932aedcd
Parking Management Company,,FL|TX,Parking,,,0,yes,80.82,80.82,995b26ac-be42-41b6-9b50-d90d55e46c48|8aaa3037-0075-4124-81f7-497e7659f017
The Honey Baked Ham Company,,TN|TX,Restaurants,,,0,yes,80.82,80.82,496a6efa-97f3-408e-8d7d-0a5a3388a88c|68b3673b-b4cc-4034-8453-6c2d22646e95
MOBIL,,FL,Car services,,,0,yes,80.77,80.77,ad3813da-e459-46b1-bf27-e275128d0b0e
Silva's Bakery,,FL,Restaurants,,,0,yes,80.41,80.41,f389c96f-60b5-414a-baa6-d7e2894111fa
Mendocino Farms,,TN,Restaurants,,,0,yes,80.41,80.41,35ac3baa-fa96-4584-bedf-2f07d6d8a2e6
Farhat Sweets,,TN,Supermarkets and Grocery Stores,,,0,yes,80.00,80.00,7ef108d8-dbf7-47a4-9a98-6f260cab3769
Chicago Dumpling,,TN,Restaurants,,,0,yes,79.91,79.91,3d09a73a-f461-4016-8a7b-8e1003e18ac4
Tom Thumb,,FL|TN,Supermarkets and Grocery Stores,,,0,yes,79.58,79.58,08d32ab7-8b4a-43ec-a9b3-27801a95b019|94e4ba79-7416-405d-ab7e-c1d661e680ac
HHC Rx,,TN,Shipping,,YES,1,yes,79.52,79.52,47caedc3-b13a-4c94-9015-6d1fe50ef1c5
7 Brew Coffee,,TN,Restaurants,,,0,yes,78.71,78.71,8f3ca73b-5c83-4566-bcfa-467f9ffbfa1f
Royal Farms,,TN,Fuel and Gas,,,0,yes,77.80,77.80,5d3bd471-3831-4185-931e-a0d18381d220
SPITZ,,TN,Restaurants,,,0,yes,77.52,77.52,79ac79a1-2a20-4b5c-b597-74391ed784d7
Krispy Kreme,,FL|TN,Restaurants,,,0,yes,77.32,77.32,9a80fa2d-c23f-444b-9a75-ccc2addacd85|29f7c16b-f641-4c7e-9cf2-1d2c8a42f022
Frank's Pizza,,TN,Restaurants,,,0,yes,76.86,76.86,200d3403-3baa-4794-a73a-c3f7a8da1733
Stauf's Coffee Roasters,,TN,Supermarkets and Grocery Stores,,,0,yes,76.82,76.82,5a16f746-965e-45fc-aef4-6044d4324a9a
DermWarehouse,,TN,General Merchandise,,,1,yes,75.98,75.98,cf5e6886-67f0-421f-8d4a-6267129aa3b9
St. Pete Bagel Co.,,FL,Restaurants,,,0,yes,75.79,75.79,6b301c4a-814d-4cb5-99f0-49d295532bf0
Potbelly Sandwich Shop,,TN,Restaurants,,,0,yes,75.02,75.02,4c880c37-b0d5-4b97-964a-eb7d93e5dc7c
Cookie Fix,,TN,Restaurants,,,0,yes,73.99,73.99,5b36165f-5a92-43d5-8981-8467b22cace4
King Buffet,,TN,Restaurants,,,0,yes,73.94,73.94,0e21f92d-0f37-4834-90c2-e4c5985cfab7
Crave Popcorn Co,,TN,Supermarkets and Grocery Stores,,,0,yes,72.43,72.43,c84bed0e-8dd7-468e-963a-a6d9ccd5d3c0
Taziki's Mediterranean Cafe,,TN,Restaurants,,,0,yes,71.88,71.88,bced41af-d7da-4dba-892a-96bc3e70e6c4
Wingstop,,FL|TX,Restaurants,,,0,yes,70.97,70.97,95ef5695-8463-4bf4-ae6a-c1e7cf681e6b|ca0203c2-3694-4dea-9fe9-9784dc7a8854
Subway,,FL|TN,Restaurants,,,0,yes,70.52,70.52,8513eb4b-91aa-4e70-8f17-863f22cb92f7|f31e29f4-3406-43e5-8a4d-80c0586c9840
J. Gilbert's Wood Fired Steaks & Seafood Columbus,,TN,Restaurants,,,0,yes,70.48,70.48,4afa9e07-66f3-444c-ac1c-19f4aefbc2eb
Print & Ship KC,,TN,Professional Services,,,0,yes,70.20,70.20,792afeaa-1dd4-4108-b471-51f4760ad5b1
Bonta Natural Artisan Gelato,,FL,Supermarkets and Grocery Stores,,,0,yes,70.18,70.18,4647f3b2-6f26-4696-8e21-c615ddfa424d
GLORY HOLDINGS LLC,,TN,Fuel and Gas,,,0,yes,70.00,70.00,a019b8a9-48ab-4fec-a604-6c121d7deade
Chattanooga Metropolitan,,TN,Parking,,,0,yes,70.00,70.00,640fafd5-6b72-42ef-ae99-ee50b907830e
ngrok,,TN,SaaS / Software,,,0,yes,70.00,70.00,50a3a907-5dd0-4822-90c1-762bd09ba4ba
Angus Valero,,FL|TN,Fuel and Gas,,,0,yes,69.61,69.61,91827589-79e6-49fc-b791-9208d03e49f6|254d123f-6318-4a14-a38e-a9ff09dbd114
Local Cue,,TN,Restaurants,,,0,yes,69.29,69.29,a2162e70-68d9-4b4f-bafc-be90c9474e47
Advocate Sherman Hospital,,TN,General Merchandise,,,0,yes,69.00,69.00,246375a4-1ce4-4f9b-aef2-db0483b4fa44
Think Salad,,TN,Restaurants,,,0,yes,68.54,68.54,4cf83432-93bd-44f0-901b-e5c27cf959fa
The Original Donut Shop,,TX,Restaurants,,,0,yes,68.36,68.36,d76edb2b-251b-412a-b6bd-e0ed0fbb5755
Lo Main,,TN,Alcohol and Bars,,,0,yes,68.22,68.22,1cff1d2e-bfa8-4fdb-89ae-b1b789e7f026
Central Continental Bakery,,TN,Supermarkets and Grocery Stores,,,0,yes,68.18,68.18,addd1fd8-a63d-4240-9ef9-4f9bc181f3f1
Tico's Bakery,,FL,Restaurants,,,0,yes,66.96,66.96,ae1884bc-a699-47cc-b10e-df243ad5ba37
The Great Cookie,,TN,Supermarkets and Grocery Stores,,,0,yes,66.65,66.65,65aa6ef2-b3dc-4ef5-a400-1def444c3d4b
Awacates,,FL,Restaurants,,,0,yes,66.34,66.34,351e3193-7269-4fb6-af2d-991e7cc10873
Mo's Seafood,,TN,Restaurants,,,0,yes,65.80,65.80,6c86bdc1-018e-428a-b352-1c4bb6295b22
V Pizza,,FL,Restaurants,,,0,yes,65.74,65.74,ce17854a-31e4-44e1-ab53-8cb281c4a3a7
The Grand Marlin of Pensacola Beach,,FL,Restaurants,,,0,yes,65.50,65.50,ac6b4462-7373-4fe8-b078-6cc8c1749643
Bucket heads,,TN,Alcohol and Bars,,,0,yes,65.30,65.30,ab399ad4-e7ea-4ddb-ab2c-e0345ba1c22e
